ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Dependents,Property_area_Semiurban,Property_area_Urban,Property_area_Rural,Gender,Married,Education,Self_Employed,Loan_Status
5473.473286057385,84.53714564921822,463.7094647112329,359.1166541726606,0.9895911855509149,1.1657509354785818,0.046943561862231954,0.8119583200795116,0.9409297480495155,0,1,1,1,0
4608.0,2845.0,140.0,180.0,1.0,1.0,0.0,1.0,0.0,0,1,0,0,1
3948.0,1733.0,149.0,360.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0
4680.0,2087.0,128.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0
2031.0,1632.0,113.0,480.0,1.0,2.0,0.0,1.0,0.0,0,1,0,0,1
3941.0,2336.0,134.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
3357.0,2859.0,144.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,1,0,1
4000.0,2275.0,144.0,360.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1
3173.0,3021.0,137.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
3273.0,1820.0,81.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,1,0,1
3000.0,1666.0,100.0,480.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0
2882.0,1843.0,123.0,480.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1
2178.0,0.0,66.0,300.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,0
3588.0,0.0,110.0,360.0,0.0,2.0,1.0,0.0,0.0,1,0,0,0,0
6250.0,1695.0,210.0,360.0,1.0,2.0,0.0,1.0,0.0,1,1,0,0,1
1993.0,1625.0,113.0,180.0,1.0,2.0,0.0,1.0,0.0,1,1,1,0,1
4283.0,2383.0,127.0,360.0,1.0,2.0,0.0,1.0,0.0,0,1,0,0,1
2971.0,2791.0,144.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1
3652.0,0.0,95.0,360.0,1.0,1.0,0.0,1.0,0.0,0,0,0,2,1
4384.0,1793.0,117.0,360.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,1
4750.0,2333.0,130.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
16667.0,2250.0,86.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1
2653.0,1500.0,113.0,180.0,0.0,1.0,1.0,0.0,0.0,1,1,1,0,0
2309.0,1255.0,125.0,360.0,0.0,2.0,1.0,0.0,0.0,1,1,1,0,0
3083.0,2168.0,126.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,1,0,1
10000.0,1666.0,225.0,360.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0
3902.0,1666.0,109.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1
2510.0,1983.0,140.0,180.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,0
2895.0,0.0,95.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1
2281.0,0.0,113.0,360.0,1.0,2.0,1.0,0.0,0.0,1,1,1,0,0
3406.0,4417.0,123.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,1,0,1
3010.0,3136.0,128.0,360.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0
5266.0,1774.0,187.0,360.0,1.0,3.0,0.0,1.0,0.0,1,1,0,1,1
8750.0,4996.0,130.0,360.0,1.0,3.0,1.0,0.0,0.0,1,1,0,0,1
2045.0,1619.0,101.0,360.0,1.0,2.0,1.0,0.0,0.0,1,1,0,0,1
3200.0,2254.0,126.0,180.0,0.0,0.0,0.0,0.0,1.0,1,0,1,0,0
2239.0,2524.0,128.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,1
2275.0,2067.0,128.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
2071.0,754.0,94.0,480.0,1.0,3.0,0.0,1.0,0.0,1,1,1,0,1
2333.0,2417.0,136.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
1759.0,3541.0,131.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2366.0,2531.0,136.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1
2060.0,2209.0,134.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1
2083.0,3150.0,128.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2799.0,2253.0,122.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2425.0,2340.0,143.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2484.0,2302.0,137.0,360.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1
3000.0,3416.0,56.0,180.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
8333.0,3167.0,165.0,360.0,1.0,2.0,1.0,0.0,0.0,1,1,0,0,1
2833.0,1857.0,126.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1
4683.0,1915.0,185.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0
4000.0,2500.0,140.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1
4050.0,5302.0,138.0,360.0,1.0,1.0,1.0,0.0,0.0,1,1,1,0,0
3859.0,3300.0,142.0,180.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
2726.0,0.0,106.0,360.0,0.0,2.0,0.0,1.0,0.0,1,1,0,1,0
3333.0,3250.0,158.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1
3075.0,2416.0,139.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
2192.0,1742.0,45.0,360.0,1.0,2.0,0.0,1.0,0.0,1,1,1,0,1
3366.0,2200.0,135.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0
3400.0,2500.0,173.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1
2014.0,1929.0,74.0,360.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1
2600.0,1700.0,107.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,1
3708.0,2569.0,173.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0
4333.0,2451.0,110.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0
4333.0,2451.0,110.0,360.0,1.0,0.0,0.0,0.0,1.0,0,1,0,0,0
3316.0,3500.0,88.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,0,1,1
3036.0,2504.0,158.0,360.0,0.0,3.0,0.0,1.0,0.0,1,1,0,0,0
4180.0,2306.0,182.0,360.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1
3167.0,2283.0,154.0,360.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1
3466.0,3428.0,150.0,360.0,1.0,3.0,1.0,0.0,0.0,1,1,0,0,1
2383.0,3334.0,172.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
3975.0,2531.0,55.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1
6250.0,5654.0,188.0,180.0,1.0,2.0,0.0,1.0,0.0,1,1,0,0,1
1809.0,1868.0,90.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
4583.0,2083.0,160.0,360.0,1.0,2.0,0.0,1.0,0.0,1,1,0,1,1
8080.0,2250.0,180.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1
5695.0,4167.0,175.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
3963.6663133519137,4589.956838922227,38.80812473826286,357.5447725852746,0.9789088526087357,1.991275932387851,0.9129522124669077,0.925367853392199,0.9591048611943569,0,0,0,0,0
2058.0,2134.0,88.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
2787.0,1917.0,146.0,360.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,0
2499.0,2458.0,160.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
1926.0,1851.0,50.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1
3229.0,2739.0,110.0,360.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1
3062.0,1987.0,111.0,180.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0
2965.0,5701.0,155.0,60.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1
1625.0,1803.0,96.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1
2768.0,1950.0,155.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
1820.0,1719.0,100.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
2600.0,2500.0,90.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,1,0,1
4636.237420328118,4725.56260011023,19.809912377996767,362.9188418464777,0.9925327259484945,2.9598986376199314,0.024129775234159857,0.035787012373798784,0.09639682000757487,0,0,0,1,0
3015.0,2188.0,153.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
3166.0,2064.0,104.0,360.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0
5568.0,2142.0,175.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0
3013.0,3033.0,95.0,300.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
6065.0,2004.0,250.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1
3593.0,4266.0,132.0,180.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0
1500.0,1800.0,103.0,360.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0
10513.0,3850.0,160.0,180.0,0.0,1.0,0.0,0.0,1.0,1,1,0,1,0
3450.0,2079.0,162.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,1,1
3497.0,1964.0,116.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
4166.0,7210.0,184.0,360.0,1.0,0.0,0.0,0.0,1.0,1,0,0,0,1
3704.0,2000.0,120.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
6400.0,7250.0,180.0,360.0,0.0,1.0,0.0,0.0,1.0,1,1,0,0,0
3660.0,5064.0,187.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,1
2014.0,2925.0,113.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0
5167.0,3167.0,200.0,360.0,1.0,3.0,0.0,1.0,0.0,1,1,0,0,1
2439.0,3333.0,129.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
3132.2354590811547,7961.412852357307,136.48480779370016,360.9097804577011,0.9449948365354575,0.03469989478568535,0.8194624799014265,0.8556905132452755,0.03406120705806599,0,1,0,1,0
2583.0,2115.0,120.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
2167.0,2400.0,115.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1
2149.0,3237.0,178.0,360.0,0.0,0.0,0.0,1.0,0.0,0,1,1,0,0
1907.0,2365.0,120.0,360.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,1
5708.0,5625.0,187.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2583.0,2358.0,120.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,1,0,1
3073.0,8106.0,200.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,0,0,1
5818.0,2160.0,184.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,1,1
2750.0,1842.0,115.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1
3182.0,2917.0,161.0,360.0,1.0,0.0,0.0,0.0,1.0,1,0,0,2,1
2400.0,2167.0,115.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
3993.0,3274.0,207.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
4095.0,3447.0,151.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1
2645.0,3440.0,120.0,360.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0
2454.0,2333.0,181.0,360.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0
3189.0,2598.0,120.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,1,0,1
5000.0,3667.0,236.0,360.0,1.0,2.0,0.0,1.0,0.0,1,1,0,0,1
4300.0,2014.0,194.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,1
2600.0,1911.0,116.0,360.0,0.0,0.0,0.0,1.0,0.0,1,1,1,0,0
3232.0,1950.0,108.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
2130.0,6666.0,70.0,180.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0
3597.0,2157.0,119.0,360.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0
2286.8082268400785,3971.363647347953,53.933030978871855,363.5572655048016,0.13510684051712174,1.0934265122259261,0.028898484599508462,0.027402552939595547,0.013056576190958617,0,0,0,0,0
5532.0,4648.0,162.0,360.0,1.0,2.0,1.0,0.0,0.0,1,0,0,0,1
3800.0,3600.0,216.0,360.0,0.0,2.0,0.0,0.0,1.0,1,1,0,0,0
6080.0,2569.0,182.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0
5000.0,2541.0,151.0,480.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0
2479.0,3013.0,188.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,1,1
8333.0,3750.0,187.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,1
6333.0,4583.0,259.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2491.0,2054.0,104.0,360.0,1.0,1.0,0.0,1.0,0.0,1,1,0,0,1
6083.0,4250.0,330.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1
4583.0,5625.0,255.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
6133.0,3906.0,324.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,1
2500.0,2118.0,104.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,1
2699.0,2785.0,96.0,360.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,1
3707.0,3166.0,182.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
1820.0,1769.0,95.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,1,2,1
1800.0,2934.0,93.0,360.0,0.0,0.0,0.0,0.0,1.0,1,1,1,0,0
6050.0,4333.0,120.0,180.0,1.0,0.0,0.0,0.0,1.0,1,0,0,1,0
2600.0,3500.0,115.0,360.0,1.0,0.0,0.0,0.0,1.0,1,1,0,2,1
5955.0,5625.0,315.0,360.0,1.0,1.0,0.0,0.0,1.0,1,1,0,0,1
5726.0,4595.0,258.0,360.0,1.0,0.0,0.0,1.0,0.0,1,1,0,0,0
1875.0,1875.0,97.0,360.0,1.0,2.0,0.0,1.0,0.0,1,1,1,1,1
2330.0,4486.0,100.0,360.0,1.0,0.0,0.0,1.0,0.0,0,1,0,0,1
14683.0,2100.0,304.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,0
2550.0,2042.0,126.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,1,2,1
2407.7578606776633,5716.235802203898,87.92990975672751,356.4328346703783,0.9605425826290515,0.11163458974310919,0.013328510153186604,0.8924334663008052,0.020838372426769586,0,1,1,1,0
1916.0,5063.0,67.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0
12500.0,3000.0,320.0,360.0,1.0,3.0,1.0,0.0,0.0,1,0,0,0,0
1853.0,2840.0,114.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0
5923.0,2054.0,211.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
5417.0,4196.0,267.0,360.0,1.0,2.0,0.0,0.0,1.0,1,1,0,1,1
3510.0,4416.0,243.0,360.0,1.0,2.0,1.0,0.0,0.0,1,1,0,0,1
2625.0,6250.0,187.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,0,0,1
5815.0,3666.0,311.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0
2253.0,2033.0,110.0,360.0,1.0,0.0,1.0,0.0,0.0,1,1,1,0,1
2666.0,2083.0,95.0,360.0,1.0,3.0,1.0,0.0,0.0,1,1,0,0,1
2609.0,3449.0,165.0,180.0,0.0,0.0,1.0,0.0,0.0,1,1,1,1,0
8750.0,4167.0,308.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,0
2583.0,2167.0,104.0,360.0,1.0,0.0,1.0,0.0,0.0,1,0,1,1,1
2500.0,4600.0,176.0,360.0,1.0,2.0,1.0,0.0,0.0,1,1,0,1,1
6283.0,4416.0,209.0,360.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0
8666.0,4983.0,376.0,360.0,0.0,1.0,1.0,0.0,0.0,1,1,0,1,0
